"year","month","haul_number","meandepth","sqkm","xlat","xlon","grain","bottomT_autumn","bottomT_spring","bottomT_summer","bottomT_winter","sal_autumn","sal_spring","sal_summer","sal_winter","pp_autumn","pp_spring","pp_summer","pp_winter","Abun.rec","Abun.adu","Biom.adu"
2007,12,"10",35.439998626709,0.0853271145599365,45.1063333333333,13.2508333333333,2.16101358657659,15.6231396993001,16.3489978313446,20.3539516131083,12.1474479436874,38.0280194282532,38.0342390537262,38.0927661259969,38.1789329051971,0.0437241133768112,1.68527886271477,3.57660923401515,0.681512426119298,0,246.111679077148,-1
2007,12,"13",34.4899997711182,0.0377883375907898,44.6116666666667,12.7551666666667,5.13966559985327,15.6046360651652,15.5831849098206,18.7225536346436,12.3077634811401,37.9362230936686,37.9895961761475,38.0530574798584,38.2209529876709,-0.585949049408858,0.469312780187465,2.15976704359055,-0.629924230836332,0,0,0
2007,12,"14",41.8299999237061,0.0688741480484009,44.7376666666667,13.1573333333333,3.1320189337694,15.1602076848348,14.9702954292297,18.2252869923909,12.5571776390076,38.2146095275879,38.0706502914429,38.1387270609538,38.2691110610962,-0.17078140626351,1.58008687496185,1.78280790845553,0.327708741591778,0,362.980895996094,-1
2007,12,"18",41.060001373291,0.0262069983291626,44.3963333333333,12.8376666666667,4.95936184459262,15.416298421224,15.125078868866,17.1771052042643,12.6925482749939,38.0372943878174,38.0165224075317,38.1662115732829,38.2642437934876,-0.236211322744687,0.584690810088068,1.67935346563657,-0.197777936886996,0,76.3154907226562,-1
2007,12,"19",46.9700012207031,0.0938569540161133,44.496,13.1815,1.95966574034296,14.9964611530304,14.5251485109329,16.7241047223409,12.5033490657806,38.2131942113241,38.0301918983459,38.2453598976135,38.1904957294464,-0.100467243852715,1.51570834964514,2.06004575888316,0.365878961398266,0,905.633422851562,-1
2007,12,"2",13.5500001907349,0.0255966983680725,45.6126666666667,13.1236666666667,4.35412662732797,14.6424699624379,21.874639749527,25.0334971745809,12.4777060747147,35.5939410527547,36.3688766956329,36.6371234258016,36.8265187740326,6.82989948987961,16.4404945373535,20.719678958257,6.77022439613938,273.472778320312,234.405227661133,-1
2007,11,"22",57.1700000762939,0.0280343092056274,44.3963333333333,13.6536666666667,2.29246424871778,15.1217104593913,15.1203999519348,16.1271275838216,13.0927282810211,38.2881613413493,38.2582639694214,38.3790528615316,38.1935677528381,-0.126029735803604,1.70149739980698,1.45353049635887,0.197208341199439,0,356.705780029297,-1
2007,11,"23",59.4899997711182,0.0536345965805054,44.3348333333333,14.0575,2.17328038291326,15.0565160910289,14.349888086319,15.801259915034,13.1180960536003,38.3103362719218,38.4446864128113,38.3996849060059,38.3761582374573,-0.11311909959962,1.46176766231656,1.15408681705594,0.0530667819693917,0,335.604248046875,-1
2007,12,"26",58.2049999237061,0.03900893751297,44.042,13.3293333333333,3.79464819863087,15.1088980038961,14.1915722688039,15.3347907596164,13.3196047544479,38.1990521748861,38.2061500549316,38.3737161424425,38.2436072031657,-0.261179701683836,0.58396031241864,0.822414859689565,-0.0939519974053837,0,179.446060180664,-1
2007,12,"28",23.8199996948242,0.0377883375907898,43.7838333333333,13.3845,5.75080104887955,15.4092768351237,17.1471447944641,21.3059963226318,12.8576803684235,36.7874268849691,37.6946088790894,37.4943537394206,37.4305371284485,0.403813380996386,6.73585558533668,8.46164038181305,1.28709051928017,0,52.9263801574707,-1
2007,12,"29",40.5299987792969,0.0396192374740601,43.7198333333333,13.6098333333333,5.38113362826998,15.6651103337606,15.2514266014099,17.9275495529175,13.1243409633636,37.456031926473,38.0926984786987,38.0894104003906,37.9119859695435,-0.156392434115211,2.34715382158756,3.53102507852018,0.195122226793319,0,0,0
2007,12,"3",11.8600001335144,0.0109710393005371,45.6678333333333,13.5185,3.59610551361024,15.2150183518728,21.0961389541626,25.0997319221497,12.3531033396721,36.8122863769531,37.1108798980713,37.3303079605103,37.4876794815063,6.14064888904492,12.4678032398224,15.4537269473076,6.16950250603259,0,273.447204589844,-1
2007,11,"30",69.6100006103516,0.0914157541717529,44.3348333333333,14.3581666666667,2.0097449357693,15.1887375513713,14.3628082275391,15.7769992351532,13.3821624517441,38.3494631449381,38.3917536735535,38.3728667894999,38.4654940366745,-0.0227201823145151,1.59153717756271,1.19863026464979,0.122027402321692,0,10.9390335083008,-1
2007,12,"36",90.875,0.0877683144042969,43.6661666666667,14.8355,2.56450729295025,15.3125117619832,14.0754155317942,14.6940780745612,13.7802786827087,38.4446686638726,38.4200174013774,38.4743820826213,38.4347740014394,-0.146346046589315,0.364169646364947,0.224352174619627,-0.207461478227439,0,0,0
2007,12,"44",19.0299997329712,0.0475387769691467,45.4635,12.6995,5.24545652629765,15.6165356953939,19.83756980896,25.0271296183268,12.6458109378815,36.2526691436768,37.2892610549927,37.3332670847575,37.5276356697083,2.82146883408229,6.49192204475403,12.186754322052,3.48484854996204,21.035457611084,399.673706054688,-1
2007,12,"51",31.4749994277954,0.0645338358856201,45.3308333333333,13.1503333333333,3.63518429356952,15.2775605519613,16.5244109630585,21.6230985323588,11.8520550131798,37.7071091334025,38.0403671264648,38.0481667518616,38.2137811183929,0.126332926253478,3.05578737705946,4.55914634466171,0.877048450463917,0,201.444702148438,-1
2007,11,"53",46.0550003051758,0.083489034677124,44.5571666666667,13.5551666666667,1.84206146746874,15.2459587732951,15.219090461731,17.2328959147135,12.7424161434174,38.2314893086751,38.1481304168701,38.343958791097,38.130723285675,-0.0308546497796973,2.55845514535904,2.25703808069229,0.588485210575163,0,275.485260009766,-1
2007,12,"54",48.0550003051758,0.03900893751297,44.2388333333333,12.9763333333333,3.71976462006569,15.2107458909353,14.6171157360077,16.1547204653422,13.0378873348236,38.1153639157613,38.0635998249054,38.2661984761556,38.2370715141296,-0.28482508570111,0.695050274720415,1.7046866218249,-0.0342901721014641,0,179.446060180664,-1
2007,12,"56",30.1800003051758,0.0127947591842651,45.331,12.8975,3.51416651046637,15.2459036509196,16.3832287788391,22.1853939692179,11.7571616768837,37.5438966751099,38.0086071491241,37.9810841878255,38.1792126893997,0.239897587879871,2.94272977113724,4.42605891823769,1.03343793924432,0,390.784973144531,-1
